movie_title,cast and crew,Genre,vote_average,vote_count,comb
the expendables 3,sylvester stallone jason statham harrison ford arnold schwarzenegger mel gibson patrick hughes,action adventure thriller,6.1,1795,sylvester stallone jason statham harrison ford arnold schwarzenegger mel gibson patrick hughes action adventure thriller
point break,edgar ram\u00edrez luke bracey teresa palmer delroy lindo ray winstone ericson core,action crime thriller,5.5,783,edgar ram\u00edrez luke bracey teresa palmer delroy lindo ray winstone ericson core action crime thriller
son of the mask,jamie kennedy alan cumming traylor howard kal penn steven wright lawrence guterman,fantasy comedy family adventure,3.6,338,jamie kennedy alan cumming traylor howard kal penn steven wright lawrence guterman fantasy comedy family adventure
in the heart of the sea,chris hemsworth benjamin walker cillian murphy brendan gleeson ben whishaw ron howard,thriller drama adventure action history,6.5,1276,chris hemsworth benjamin walker cillian murphy brendan gleeson ben whishaw ron howard thriller drama adventure action history
the adventures of pluto nash,eddie murphy randy quaid rosario dawson joe pantoliano jay mohr ron underwood,action comedy science fiction,4.4,142,eddie murphy randy quaid rosario dawson joe pantoliano jay mohr ron underwood action comedy science fiction
green zone,matt damon greg kinnear brendan gleeson amy ryan jason isaacs paul greengrass,war action adventure drama thriller,6.4,717,matt damon greg kinnear brendan gleeson amy ryan jason isaacs paul greengrass war action adventure drama thriller
the peanuts movie,noah schnapp bill melendez venus schultheis hadley belle miller madisyn shipman steve martino,animation,6.5,604,noah schnapp bill melendez venus schultheis hadley belle miller madisyn shipman steve martino animation
the spanish prisoner,steve martin campbell scott ben gazzara rebecca pidgeon ricky jay david mamet,crime drama mystery thriller,7.1,73,steve martin campbell scott ben gazzara rebecca pidgeon ricky jay david mamet crime drama mystery thriller
the mummy returns,brendan fraser rachel weisz john hannah arnold vosloo oded fehr stephen sommers,adventure action fantasy,6,2206,brendan fraser rachel weisz john hannah arnold vosloo oded fehr stephen sommers adventure action fantasy
gangs of new york,leonardo dicaprio daniel day-lewis cameron diaz liam neeson brendan gleeson martin scorsese,drama history crime,7.1,1910,leonardo dicaprio daniel day-lewis cameron diaz liam neeson brendan gleeson martin scorsese drama history crime
金陵十三釵,christian bale ni ni tong dawei zhang xinyi shigeo kobayashi zhang yimou,drama history war,7.1,187,christian bale ni ni tong dawei zhang xinyi shigeo kobayashi zhang yimou drama history war
surf's up,shia labeouf jeff bridges zooey deschanel jon heder james woods ash brannon,animation comedy family,5.9,601,shia labeouf jeff bridges zooey deschanel jon heder james woods ash brannon animation comedy family
the stepford wives,nicole kidman matthew broderick bette midler glenn close christopher walken frank oz,action comedy science fiction,5.4,334,nicole kidman matthew broderick bette midler glenn close christopher walken frank oz action comedy science fiction
black hawk down,josh hartnett ewan mcgregor jason isaacs tom sizemore william fichtner ridley scott,action history war,7.2,1811,josh hartnett ewan mcgregor jason isaacs tom sizemore william fichtner ridley scott action history war
the campaign,will ferrell zach galifianakis dylan mcdermott jason sudeikis sarah baker jay roach,comedy,5.6,578,will ferrell zach galifianakis dylan mcdermott jason sudeikis sarah baker jay roach comedy
the fifth element,bruce willis gary oldman ian holm milla jovovich chris tucker luc besson,adventure fantasy action thriller science fiction,7.3,3885,bruce willis gary oldman ian holm milla jovovich chris tucker luc besson adventure fantasy action thriller science fiction
sex and the city 2,sarah jessica parker kristin davis cynthia nixon kim cattrall chris noth michael patrick king,comedy drama romance,5.4,426,sarah jessica parker kristin davis cynthia nixon kim cattrall chris noth michael patrick king comedy drama romance
the road to el dorado,kenneth branagh kevin kline rosie perez armand assante edward james olmos don michael paul,adventure animation comedy family,7,858,kenneth branagh kevin kline rosie perez armand assante edward james olmos don michael paul adventure animation comedy family
ice age: continental drift,john leguizamo ray romano chris wedge denis leary seann william scott steve martino,animation comedy adventure family,6.2,2672,john leguizamo ray romano chris wedge denis leary seann william scott steve martino animation comedy adventure family
cinderella,lily james cate blanchett richard madden helena bonham carter stellan skarsg\u00e5rd kenneth branagh,romance fantasy family drama,6.7,2374,lily james cate blanchett richard madden helena bonham carter stellan skarsg\u00e5rd kenneth branagh romance fantasy family drama
the lovely bones,rachel weisz mark wahlberg susan sarandon saoirse ronan stanley tucci peter jackson,fantasy drama,6.6,1065,rachel weisz mark wahlberg susan sarandon saoirse ronan stanley tucci peter jackson fantasy drama
finding nemo,albert brooks ellen degeneres alexander gould willem dafoe brad garrett andrew stanton,animation family,7.6,6122,albert brooks ellen degeneres alexander gould willem dafoe brad garrett andrew stanton animation family
the lord of the rings: the return of the king,elijah wood ian mckellen viggo mortensen liv tyler orlando bloom peter jackson,adventure fantasy action,8.1,8064,elijah wood ian mckellen viggo mortensen liv tyler orlando bloom peter jackson adventure fantasy action
the lord of the rings: the two towers,elijah wood ian mckellen viggo mortensen liv tyler orlando bloom peter jackson,adventure fantasy action,8,7487,elijah wood ian mckellen viggo mortensen liv tyler orlando bloom peter jackson adventure fantasy action
seventh son,jeff bridges julianne moore ben barnes alicia vikander kit harington sergei bodrov,adventure fantasy,5.2,957,jeff bridges julianne moore ben barnes alicia vikander kit harington sergei bodrov adventure fantasy
lara croft: tomb raider,angelina jolie jon voight iain glen noah taylor daniel craig simon west,adventure fantasy action thriller,5.7,2192,angelina jolie jon voight iain glen noah taylor daniel craig simon west adventure fantasy action thriller
transcendence,johnny depp paul bettany rebecca hall kate mara morgan freeman wally pfister,thriller science fiction drama mystery,5.9,2295,johnny depp paul bettany rebecca hall kate mara morgan freeman wally pfister thriller science fiction drama mystery
jurassic park iii,sam neill william h. macy t\u00e9a leoni trevor morgan alessandro nivola joe johnston,adventure action thriller science fiction,5.7,2077,sam neill william h. macy t\u00e9a leoni trevor morgan alessandro nivola joe johnston adventure action thriller science fiction
rise of the planet of the apes,james franco freida pinto john lithgow brian cox tom felton rupert wyatt,thriller action drama science fiction,7,4347,james franco freida pinto john lithgow brian cox tom felton rupert wyatt thriller action drama science fiction
the spiderwick chronicles,freddie highmore mary-louise parker nick nolte sarah bolger andrew mccarthy mark waters,adventure family fantasy,6.3,572,freddie highmore mary-louise parker nick nolte sarah bolger andrew mccarthy mark waters adventure family fantasy
a good day to die hard,bruce willis jai courtney sebastian koch mary elizabeth winstead \u042e\u043b\u0438\u044f \u0421\u043d\u0438\u0433\u0438\u0440\u044c john moore,action thriller,5.2,3493,bruce willis jai courtney sebastian koch mary elizabeth winstead \u042e\u043b\u0438\u044f \u0421\u043d\u0438\u0433\u0438\u0440\u044c john moore action thriller
the alamo,dennis quaid billy bob thornton jason patric patrick wilson emilio echevarr\u00eda john lee hancock,western history war,5.8,106,dennis quaid billy bob thornton jason patric patrick wilson emilio echevarr\u00eda john lee hancock western history war
the incredibles,craig t. nelson holly hunter samuel l. jackson jason lee dominique louis brad bird,action adventure animation family,7.4,5152,craig t. nelson holly hunter samuel l. jackson jason lee dominique louis brad bird action adventure animation family
cutthroat island,geena davis matthew modine frank langella maury chaykin patrick malahide renny harlin,action adventure,5.7,136,geena davis matthew modine frank langella maury chaykin patrick malahide renny harlin action adventure
percy jackson & the olympians: the lightning thief,logan lerman brandon t. jackson alexandra daddario jake abel sean bean chris columbus,adventure fantasy family,6,2010,logan lerman brandon t. jackson alexandra daddario jake abel sean bean chris columbus adventure fantasy family
men in black,tommy lee jones will smith linda fiorentino vincent d'onofrio rip torn barry sonnenfeld,action adventure comedy science fiction,6.9,4412,tommy lee jones will smith linda fiorentino vincent d'onofrio rip torn barry sonnenfeld action adventure comedy science fiction
toy story 2,tom hanks tim allen joan cusack kelsey grammer don rickles john lasseter,animation comedy family,7.3,3806,tom hanks tim allen joan cusack kelsey grammer don rickles john lasseter animation comedy family
unstoppable,denzel washington chris pine rosario dawson ethan suplee kevin corrigan tony scott,action thriller,6.3,1165,denzel washington chris pine rosario dawson ethan suplee kevin corrigan tony scott action thriller
rush hour 2,"chris tucker jackie chan zhang ziyi roselyn s\u00e1nchez ernie reyes, jr. brett ratner",action comedy crime thriller,6.4,1054,"chris tucker jackie chan zhang ziyi roselyn s\u00e1nchez ernie reyes, jr. brett ratner action comedy crime thriller"
what lies beneath,harrison ford michelle pfeiffer diana scarwid james remar miranda otto robert zemeckis,drama horror mystery thriller,6.3,488,harrison ford michelle pfeiffer diana scarwid james remar miranda otto robert zemeckis drama horror mystery thriller
cloudy with a chance of meatballs,bill hader anna faris james caan mr. t benjamin bratt phil lord,animation comedy family,6.5,1747,bill hader anna faris james caan mr. t benjamin bratt phil lord animation comedy family
ice age: dawn of the dinosaurs,ray romano john leguizamo denis leary queen latifah simon pegg carlos saldanha,animation comedy family adventure,6.5,2271,ray romano john leguizamo denis leary queen latifah simon pegg carlos saldanha animation comedy family adventure
the secret life of walter mitty,ben stiller kristen wiig patton oswalt shirley maclaine adam scott ben stiller,adventure comedy drama fantasy,7,3144,ben stiller kristen wiig patton oswalt shirley maclaine adam scott ben stiller adventure comedy drama fantasy
